event, date, match, matchType, matchNum, color, autoSwitchTime, autoScaleTime, autoScore, autoSwitchAtZero, youtube 
2018alhu,1521230446,2018alhu_qm36, qm,36,blue,12,15, 21,True,=HYPERLINK("https://youtu.be/uV7FYic62ic")
2018alhu,1521230446,2018alhu_qm36,qm,36,red,15,15,15,False,=HYPERLINK("https://youtu.be/uV7FYic62ic")
2018alhu,1521230807,2018alhu_qm37, qm,37,blue,13,15, 19,True,=HYPERLINK("https://youtu.be/V9dUdCSVXqo")
2018alhu,1521230807,2018alhu_qm37,qm,37,red,15,15,10,False,=HYPERLINK("https://youtu.be/V9dUdCSVXqo")
2018alhu,1521231201,2018alhu_qm38, qm,38,blue,5,15, 30,True,=HYPERLINK("https://youtu.be/OjSo6WbT5QI")
2018alhu,1521231201,2018alhu_qm38,qm,38,red,6,15,33,True,=HYPERLINK("https://youtu.be/OjSo6WbT5QI")
2018alhu,1521231673,2018alhu_qm39, qm,39,blue,6,15, 33,True,=HYPERLINK("https://youtu.be/TOyWxVJ3nw8")
2018alhu,1521231673,2018alhu_qm39,qm,39,red,10,15,25,True,=HYPERLINK("https://youtu.be/TOyWxVJ3nw8")
2018alhu,1521211014,2018alhu_qm4, qm,4,blue,15,11, 13,False,=HYPERLINK("https://youtu.be/6RP0P2LoHnk")
2018alhu,1521211014,2018alhu_qm4,qm,4,red,15,15,5,False,=HYPERLINK("https://youtu.be/6RP0P2LoHnk")
2018alhu,1521232041,2018alhu_qm40, qm,40,blue,10,15, 25,True,=HYPERLINK("https://youtu.be/MpVLUAF9iNQ")
2018alhu,1521232041,2018alhu_qm40,qm,40,red,12,10,26,True,=HYPERLINK("https://youtu.be/MpVLUAF9iNQ")
2018alhu,1521232497,2018alhu_qm41, qm,41,blue,15,15, 15,False,=HYPERLINK("https://youtu.be/XPD3De1YUwg")
2018alhu,1521232497,2018alhu_qm41,qm,41,red,10,15,25,True,=HYPERLINK("https://youtu.be/XPD3De1YUwg")
2018alhu,1521232923,2018alhu_qm42, qm,42,blue,15,15, 15,False,=HYPERLINK("https://youtu.be/jk1VVZOim6U")
2018alhu,1521232923,2018alhu_qm42,qm,42,red,6,15,33,True,=HYPERLINK("https://youtu.be/jk1VVZOim6U")
2018alhu,1521233437,2018alhu_qm43, qm,43,blue,12,15, 21,True,=HYPERLINK("https://youtu.be/WamGE1Op1as")
2018alhu,1521233437,2018alhu_qm43,qm,43,red,7,11,34,True,=HYPERLINK("https://youtu.be/WamGE1Op1as")
2018alhu,1521233842,2018alhu_qm44, qm,44,blue,9,15, 27,True,=HYPERLINK("https://youtu.be/-cFQ8nwNS7A")
2018alhu,1521233842,2018alhu_qm44,qm,44,red,15,15,10,False,=HYPERLINK("https://youtu.be/-cFQ8nwNS7A")
2018alhu,1521234210,2018alhu_qm45, qm,45,blue,6,15, 28,True,=HYPERLINK("https://youtu.be/ib53bs3M30g")
2018alhu,1521234210,2018alhu_qm45,qm,45,red,9,15,27,True,=HYPERLINK("https://youtu.be/ib53bs3M30g")
2018alhu,1521216640,2018alhu_qm46, qm,46,blue,15,15, 15,False,=HYPERLINK("https://youtu.be/4C1dFcR1f6Y")
2018alhu,1521216640,2018alhu_qm46,qm,46,red,5,15,35,True,=HYPERLINK("https://youtu.be/4C1dFcR1f6Y")
2018alhu,1521217035,2018alhu_qm47, qm,47,blue,10,10, 30,True,=HYPERLINK("https://youtu.be/do8x-dbxr18")
2018alhu,1521217035,2018alhu_qm47,qm,47,red,15,15,15,False,=HYPERLINK("https://youtu.be/do8x-dbxr18")
2018alhu,1521217578,2018alhu_qm48, qm,48,blue,7,15, 26,True,=HYPERLINK("https://youtu.be/jTG4T40thS0")
2018alhu,1521217578,2018alhu_qm48,qm,48,red,6,15,33,True,=HYPERLINK("https://youtu.be/jTG4T40thS0")
2018alhu,1521218095,2018alhu_qm49, qm,49,blue,11,15, 18,True,=HYPERLINK("https://youtu.be/qOB03yTng48")
2018alhu,1521218095,2018alhu_qm49,qm,49,red,15,15,5,False,=HYPERLINK("https://youtu.be/qOB03yTng48")
2018alhu,1521211798,2018alhu_qm5, qm,5,blue,15,15, 15,False,=HYPERLINK("https://youtu.be/REa6atBy0TU")
2018alhu,1521211798,2018alhu_qm5,qm,5,red,11,15,23,True,=HYPERLINK("https://youtu.be/REa6atBy0TU")
2018alhu,1521236508,2018alhu_qm50, qm,50,blue,15,15, 5,False,=HYPERLINK("https://youtu.be/xeupF6fPFr0")
2018alhu,1521236508,2018alhu_qm50,qm,50,red,15,15,10,False,=HYPERLINK("https://youtu.be/xeupF6fPFr0")
2018alhu,1521236996,2018alhu_qm51, qm,51,blue,6,15, 28,True,=HYPERLINK("https://youtu.be/0WGDchCrRbY")
2018alhu,1521236996,2018alhu_qm51,qm,51,red,5,15,30,True,=HYPERLINK("https://youtu.be/0WGDchCrRbY")
2018alhu,1521237507,2018alhu_qm52, qm,52,blue,15,15, 15,False,=HYPERLINK("https://youtu.be/xCow7ozZTRc")
2018alhu,1521237507,2018alhu_qm52,qm,52,red,15,15,15,False,=HYPERLINK("https://youtu.be/xCow7ozZTRc")
2018alhu,1521237905,2018alhu_qm53, qm,53,blue,12,15, 21,True,=HYPERLINK("https://youtu.be/mFbq52s3gkc")
2018alhu,1521237905,2018alhu_qm53,qm,53,red,4,15,37,True,=HYPERLINK("https://youtu.be/mFbq52s3gkc")
2018alhu,1521238312,2018alhu_qm54, qm,54,blue,15,15, 10,False,=HYPERLINK("https://youtu.be/N8FKRbWLyaw")
2018alhu,1521238312,2018alhu_qm54,qm,54,red,10,15,25,True,=HYPERLINK("https://youtu.be/N8FKRbWLyaw")
2018alhu,1521238959,2018alhu_qm55, qm,55,blue,11,15, 23,True,=HYPERLINK("https://youtu.be/Xghqg1PlVgc")
2018alhu,1521238959,2018alhu_qm55,qm,55,red,15,12,21,False,=HYPERLINK("https://youtu.be/Xghqg1PlVgc")
2018alhu,1521295337,2018alhu_qm56, qm,56,blue,7,14, 28,True,=HYPERLINK("https://youtu.be/q-8jDuo3Vag")
2018alhu,1521295337,2018alhu_qm56,qm,56,red,6,12,39,True,=HYPERLINK("https://youtu.be/q-8jDuo3Vag")
2018alhu,1521295815,2018alhu_qm57, qm,57,blue,11,15, 18,True,=HYPERLINK("https://youtu.be/XmlsVnYNm8Q")
2018alhu,1521295815,2018alhu_qm57,qm,57,red,5,15,35,True,=HYPERLINK("https://youtu.be/XmlsVnYNm8Q")
2018alhu,1521296216,2018alhu_qm58, qm,58,blue,5,15, 35,True,=HYPERLINK("https://youtu.be/rtx4FWURH2c")
2018alhu,1521296216,2018alhu_qm58,qm,58,red,10,15,25,True,=HYPERLINK("https://youtu.be/rtx4FWURH2c")
2018alhu,1521296619,2018alhu_qm59, qm,59,blue,15,15, 15,False,=HYPERLINK("https://youtu.be/5O58vs-vb-A")
2018alhu,1521296619,2018alhu_qm59,qm,59,red,15,15,10,False,=HYPERLINK("https://youtu.be/5O58vs-vb-A")
2018alhu,1521212242,2018alhu_qm6, qm,6,blue,15,15, 15,False,=HYPERLINK("https://youtu.be/RYKXt9or7IU")
2018alhu,1521212242,2018alhu_qm6,qm,6,red,15,13,9,False,=HYPERLINK("https://youtu.be/RYKXt9or7IU")
2018alhu,1521297012,2018alhu_qm60, qm,60,blue,15,15, 10,False,=HYPERLINK("https://youtu.be/1pFGmpKwGMg")
2018alhu,1521297012,2018alhu_qm60,qm,60,red,6,15,33,True,=HYPERLINK("https://youtu.be/1pFGmpKwGMg")
2018alhu,1521297352,2018alhu_qm61, qm,61,blue,11,15, 23,True,=HYPERLINK("https://youtu.be/rmEQwpdNYFE")
2018alhu,1521297352,2018alhu_qm61,qm,61,red,12,15,21,True,=HYPERLINK("https://youtu.be/rmEQwpdNYFE")
2018alhu,1521297751,2018alhu_qm62, qm,62,blue,15,13, 14,False,=HYPERLINK("https://youtu.be/bi5Qxu-fhdA")
2018alhu,1521297751,2018alhu_qm62,qm,62,red,7,15,31,True,=HYPERLINK("https://youtu.be/bi5Qxu-fhdA")
2018alhu,1521298111,2018alhu_qm63, qm,63,blue,15,15, 10,False,=HYPERLINK("https://youtu.be/b9Z2KbfNPII")
2018alhu,1521298111,2018alhu_qm63,qm,63,red,4,12,38,True,=HYPERLINK("https://youtu.be/b9Z2KbfNPII")
2018alhu,1521298727,2018alhu_qm64, qm,64,blue,6,15, 33,True,=HYPERLINK("https://youtu.be/cXtayvXh-T0")
2018alhu,1521298727,2018alhu_qm64,qm,64,red,15,15,5,False,=HYPERLINK("https://youtu.be/cXtayvXh-T0")
2018alhu,1521299107,2018alhu_qm65, qm,65,blue,10,15, 25,True,=HYPERLINK("https://youtu.be/RySeJnDpmc8")
2018alhu,1521299107,2018alhu_qm65,qm,65,red,15,15,15,False,=HYPERLINK("https://youtu.be/RySeJnDpmc8")
2018alhu,1521299549,2018alhu_qm66, qm,66,blue,5,15, 35,True,=HYPERLINK("https://youtu.be/7m1MLuPMWSg")
2018alhu,1521299549,2018alhu_qm66,qm,66,red,15,15,10,False,=HYPERLINK("https://youtu.be/7m1MLuPMWSg")
2018alhu,1521299924,2018alhu_qm67, qm,67,blue,5,15, 35,True,=HYPERLINK("https://youtu.be/U29HYem8H_I")
2018alhu,1521299924,2018alhu_qm67,qm,67,red,6,15,28,True,=HYPERLINK("https://youtu.be/U29HYem8H_I")
2018alhu,1521300687,2018alhu_qm68, qm,68,blue,12,15, 21,True,=HYPERLINK("https://youtu.be/tuXLmfcrs_c")
2018alhu,1521300687,2018alhu_qm68,qm,68,red,6,15,33,True,=HYPERLINK("https://youtu.be/tuXLmfcrs_c")
2018alhu,1521301135,2018alhu_qm69, qm,69,blue,15,15, 10,False,=HYPERLINK("https://youtu.be/hJCKSbTbRfk")
2018alhu,1521301135,2018alhu_qm69,qm,69,red,5,15,30,True,=HYPERLINK("https://youtu.be/hJCKSbTbRfk")
2018alhu,1521212719,2018alhu_qm7, qm,7,blue,6,15, 28,True,=HYPERLINK("https://youtu.be/8efZ-yYtv40")
2018alhu,1521212719,2018alhu_qm7,qm,7,red,12,15,16,True,=HYPERLINK("https://youtu.be/8efZ-yYtv40")
2018alhu,1521301534,2018alhu_qm70, qm,70,blue,15,15, 15,False,=HYPERLINK("https://youtu.be/ns3WBFbJZYk")
2018alhu,1521301534,2018alhu_qm70,qm,70,red,10,15,25,True,=HYPERLINK("https://youtu.be/ns3WBFbJZYk")
2018alhu,1521302009,2018alhu_qm71, qm,71,blue,15,15, 15,False,=HYPERLINK("https://youtu.be/_5yWBDYxj6E")
2018alhu,1521302009,2018alhu_qm71,qm,71,red,15,11,18,False,=HYPERLINK("https://youtu.be/_5yWBDYxj6E")
2018alhu,1521302556,2018alhu_qm72, qm,72,blue,12,15, 21,True,=HYPERLINK("https://youtu.be/1H7obxYkuNY")
2018alhu,1521302556,2018alhu_qm72,qm,72,red,6,14,35,True,=HYPERLINK("https://youtu.be/1H7obxYkuNY")
2018alhu,1521302990,2018alhu_qm73, qm,73,blue,15,15, 15,False,=HYPERLINK("https://youtu.be/_BIKG-oGqGI")
2018alhu,1521302990,2018alhu_qm73,qm,73,red,12,15,21,True,=HYPERLINK("https://youtu.be/_BIKG-oGqGI")
2018alhu,1521303444,2018alhu_qm74, qm,74,blue,15,15, 10,False,=HYPERLINK("https://youtu.be/MBZvHV77bis")
2018alhu,1521303444,2018alhu_qm74,qm,74,red,15,15,5,False,=HYPERLINK("https://youtu.be/MBZvHV77bis")
2018alhu,1521303837,2018alhu_qm75, qm,75,blue,6,15, 33,True,=HYPERLINK("https://youtu.be/JzXLxv0ggD4")
2018alhu,1521303837,2018alhu_qm75,qm,75,red,7,15,31,True,=HYPERLINK("https://youtu.be/JzXLxv0ggD4")
2018alhu,1521304279,2018alhu_qm76, qm,76,blue,6,15, 33,True,=HYPERLINK("https://youtu.be/4GBpUVhAC_0")
2018alhu,1521304279,2018alhu_qm76,qm,76,red,15,15,10,False,=HYPERLINK("https://youtu.be/4GBpUVhAC_0")
2018alhu,1521304685,2018alhu_qm77, qm,77,blue,15,13, 14,False,=HYPERLINK("https://youtu.be/U4lBrlrRY8M")
2018alhu,1521304685,2018alhu_qm77,qm,77,red,5,15,35,True,=HYPERLINK("https://youtu.be/U4lBrlrRY8M")
2018alhu,1521305071,2018alhu_qm78, qm,78,blue,5,10, 45,True,=HYPERLINK("https://youtu.be/k72XdGjFIks")
2018alhu,1521305071,2018alhu_qm78,qm,78,red,15,15,15,False,=HYPERLINK("https://youtu.be/k72XdGjFIks")
2018alhu,1521305676,2018alhu_qm79, qm,79,blue,6,15, 28,True,=HYPERLINK("https://youtu.be/P6g0tL_8gGw")
2018alhu,1521305676,2018alhu_qm79,qm,79,red,15,15,10,False,=HYPERLINK("https://youtu.be/P6g0tL_8gGw")
2018alhu,1521213451,2018alhu_qm8, qm,8,blue,15,12, 16,False,=HYPERLINK("https://youtu.be/EaJw0bMg_94")
2018alhu,1521213451,2018alhu_qm8,qm,8,red,6,14,35,True,=HYPERLINK("https://youtu.be/EaJw0bMg_94")
2018alhu,1521213903,2018alhu_qm9, qm,9,blue,6,15, 28,True,=HYPERLINK("https://youtu.be/u1BDTwyGt6o")
2018alhu,1521213903,2018alhu_qm9,qm,9,red,12,15,21,True,=HYPERLINK("https://youtu.be/u1BDTwyGt6o")
2018alhu,1521315936,2018alhu_sf1m1, sf,1,blue,6,15, 33,True,=HYPERLINK("https://youtu.be/q6d9F3oZ3cE")
2018alhu,1521315936,2018alhu_sf1m1,sf,1,red,6,11,41,True,=HYPERLINK("https://youtu.be/q6d9F3oZ3cE")
2018alhu,1521316654,2018alhu_sf1m2, sf,2,blue,5,15, 35,True,=HYPERLINK("https://youtu.be/qPszYINFHVY")
2018alhu,1521316654,2018alhu_sf1m2,sf,2,red,9,12,33,True,=HYPERLINK("https://youtu.be/qPszYINFHVY")
2018alhu,1521316303,2018alhu_sf2m1, sf,1,blue,11,14, 25,True,=HYPERLINK("https://youtu.be/Ug_aBOfJstg")
2018alhu,1521316303,2018alhu_sf2m1,sf,1,red,6,15,33,True,=HYPERLINK("https://youtu.be/Ug_aBOfJstg")
2018alhu,1521317071,2018alhu_sf2m2, sf,2,blue,10,6, 43,True,=HYPERLINK("https://youtu.be/L05RA-AIrCM")
2018alhu,1521317071,2018alhu_sf2m2,sf,2,red,6,15,33,True,=HYPERLINK("https://youtu.be/L05RA-AIrCM")
2018alhu,1521317863,2018alhu_sf2m3, sf,3,blue,11,7, 39,True,=HYPERLINK("https://youtu.be/4HQBABAe7_8")
2018alhu,1521317863,2018alhu_sf2m3,sf,3,red,6,15,33,True,=HYPERLINK("https://youtu.be/4HQBABAe7_8")
2018arli,1520720233,2018arli_f1m1, f,1,blue,6,7, 49,True,=HYPERLINK("https://youtu.be/oWZOE0qOKtI")
2018arli,1520720233,2018arli_f1m1,f,1,red,4,15,32,True,=HYPERLINK("https://youtu.be/oWZOE0qOKtI")
2018arli,1520721449,2018arli_f1m2, f,2,blue,6,15, 33,True,=HYPERLINK("https://youtu.be/14hwaj0egq4")
2018arli,1520721449,2018arli_f1m2,f,2,red,4,8,46,True,=HYPERLINK("https://youtu.be/14hwaj0egq4")
2018arli,1520711982,2018arli_qf1m1, qf,1,blue,15,15, 15,False,=HYPERLINK("https://youtu.be/-15YR4dpxJA")
2018arli,1520711982,2018arli_qf1m1,qf,1,red,8,15,24,True,=HYPERLINK("https://youtu.be/-15YR4dpxJA")
2018arli,1520714006,2018arli_qf1m2, qf,2,blue,15,15, 15,False,=HYPERLINK("https://youtu.be/i44kyKCdljg")
2018arli,1520714006,2018arli_qf1m2,qf,2,red,8,14,26,True,=HYPERLINK("https://youtu.be/i44kyKCdljg")
2018arli,1520712447,2018arli_qf2m1, qf,1,blue,11,15, 23,True,=HYPERLINK("https://youtu.be/VF-B3iMo34c")
2018arli,1520712447,2018arli_qf2m1,qf,1,red,6,15,33,True,=HYPERLINK("https://youtu.be/VF-B3iMo34c")
2018arli,1520714394,2018arli_qf2m2, qf,2,blue,11,15, 23,True,=HYPERLINK("https://youtu.be/ZpFYVC6bLiQ")
2018arli,1520714394,2018arli_qf2m2,qf,2,red,7,15,31,True,=HYPERLINK("https://youtu.be/ZpFYVC6bLiQ")
2018arli,1520715871,2018arli_qf2m3, qf,3,blue,12,15, 21,True,=HYPERLINK("https://youtu.be/-YawlEGTzKU")
2018arli,1520715871,2018arli_qf2m3,qf,3,red,7,15,31,True,=HYPERLINK("https://youtu.be/-YawlEGTzKU")
2018arli,1520712905,2018arli_qf3m1, qf,1,blue,15,15, 10,False,=HYPERLINK("https://youtu.be/GgAxBnFn7UU")
2018arli,1520712905,2018arli_qf3m1,qf,1,red,6,15,28,True,=HYPERLINK("https://youtu.be/GgAxBnFn7UU")
2018arli,1520714795,2018arli_qf3m2, qf,2,blue,4,8, 51,True,=HYPERLINK("https://youtu.be/Veq6rCgehws")
2018arli,1520714795,2018arli_qf3m2,qf,2,red,6,15,33,True,=HYPERLINK("https://youtu.be/Veq6rCgehws")
2018arli,1520713621,2018arli_qf4m1, qf,1,blue,4,15, 37,True,=HYPERLINK("https://youtu.be/gp4F5hKfjc8")
2018arli,1520713621,2018arli_qf4m1,qf,1,red,5,15,35,True,=HYPERLINK("https://youtu.be/gp4F5hKfjc8")
2018arli,1520715189,2018arli_qf4m2, qf,2,blue,5,15, 35,True,=HYPERLINK("https://youtu.be/55o6Jvpoos4")
2018arli,1520715189,2018arli_qf4m2,qf,2,red,5,15,35,True,=HYPERLINK("https://youtu.be/55o6Jvpoos4")
2018arli,1520607773,2018arli_qm1, qm,1,blue,5,15, 35,True,=HYPERLINK("https://youtu.be/VpH3mX-DVMI")
2018arli,1520607773,2018arli_qm1,qm,1,red,15,15,10,False,=HYPERLINK("https://youtu.be/VpH3mX-DVMI")
2018arli,1520612694,2018arli_qm10, qm,10,blue,15,15, 10,False,=HYPERLINK("https://youtu.be/ZQ9Z9aNuNeQ")
2018arli,1520612694,2018arli_qm10,qm,10,red,15,15,15,False,=HYPERLINK("https://youtu.be/ZQ9Z9aNuNeQ")
2018arli,1520613223,2018arli_qm11, qm,11,blue,15,15, 5,False,=HYPERLINK("https://youtu.be/CphPL00QNa4")
2018arli,1520613223,2018arli_qm11,qm,11,red,15,15,10,False,=HYPERLINK("https://youtu.be/CphPL00QNa4")
2018arli,1520614010,2018arli_qm12, qm,12,blue,7,15, 26,True,=HYPERLINK("https://youtu.be/mUSRZ6d6FiQ")
2018arli,1520614010,2018arli_qm12,qm,12,red,15,15,10,False,=HYPERLINK("https://youtu.be/mUSRZ6d6FiQ")
2018arli,1520614478,2018arli_qm13, qm,13,blue,15,15, 5,False,=HYPERLINK("https://youtu.be/r8gB_YZc_JQ")
2018arli,1520614478,2018arli_qm13,qm,13,red,15,15,15,False,=HYPERLINK("https://youtu.be/r8gB_YZc_JQ")
2018arli,1520615144,2018arli_qm14, qm,14,blue,4,15, 37,True,=HYPERLINK("https://youtu.be/j0nct2O4smg")
2018arli,1520615144,2018arli_qm14,qm,14,red,15,15,5,False,=HYPERLINK("https://youtu.be/j0nct2O4smg")
2018arli,1520615657,2018arli_qm15, qm,15,blue,6,15, 33,True,=HYPERLINK("https://youtu.be/t_B3u9gd4Jc")
2018arli,1520615657,2018arli_qm15,qm,15,red,15,15,5,False,=HYPERLINK("https://youtu.be/t_B3u9gd4Jc")
2018arli,1520616086,2018arli_qm16, qm,16,blue,15,15, 5,False,=HYPERLINK("https://youtu.be/TvGFb9hMcKc")
2018arli,1520616086,2018arli_qm16,qm,16,red,11,15,13,True,=HYPERLINK("https://youtu.be/TvGFb9hMcKc")
2018arli,1520616823,2018arli_qm17, qm,17,blue,4,15, 37,True,=HYPERLINK("https://youtu.be/IyOlr9J7VUQ")
2018arli,1520616823,2018arli_qm17,qm,17,red,15,15,5,False,=HYPERLINK("https://youtu.be/IyOlr9J7VUQ")
2018arli,1520617240,2018arli_qm18, qm,18,blue,7,15, 26,True,=HYPERLINK("https://youtu.be/7dSs-5hYOO0")
2018arli,1520617240,2018arli_qm18,qm,18,red,15,15,10,False,=HYPERLINK("https://youtu.be/7dSs-5hYOO0")
2018arli,1520617661,2018arli_qm19, qm,19,blue,8,15, 24,True,=HYPERLINK("https://youtu.be/T9IyZP_r3RY")
2018arli,1520617661,2018arli_qm19,qm,19,red,4,15,37,True,=HYPERLINK("https://youtu.be/T9IyZP_r3RY")
2018arli,1520608445,2018arli_qm2, qm,2,blue,15,15, 10,False,=HYPERLINK("https://youtu.be/2FQL6w2GsO0")
2018arli,1520608445,2018arli_qm2,qm,2,red,15,15,5,False,=HYPERLINK("https://youtu.be/2FQL6w2GsO0")
2018arli,1520618229,2018arli_qm20, qm,20,blue,4,15, 37,True,=HYPERLINK("https://youtu.be/TKWVmuc3RNQ")
2018arli,1520618229,2018arli_qm20,qm,20,red,3,15,39,True,=HYPERLINK("https://youtu.be/TKWVmuc3RNQ")
2018arli,1520618705,2018arli_qm21, qm,21,blue,15,15, 5,False,=HYPERLINK("https://youtu.be/4M7bWIYYwts")
2018arli,1520618705,2018arli_qm21,qm,21,red,15,15,10,False,=HYPERLINK("https://youtu.be/4M7bWIYYwts")
2018arli,1520619196,2018arli_qm22, qm,22,blue,15,15, 15,False,=HYPERLINK("https://youtu.be/-Athqqjp-7o")
2018arli,1520619196,2018arli_qm22,qm,22,red,15,15,15,False,=HYPERLINK("https://youtu.be/-Athqqjp-7o")
2018arli,1520621745,2018arli_qm23, qm,23,blue,15,15, 15,False,=HYPERLINK("https://youtu.be/ZWdtxF5G_D4")
2018arli,1520621745,2018arli_qm23,qm,23,red,15,15,10,False,=HYPERLINK("https://youtu.be/ZWdtxF5G_D4")
2018arli,1520622361,2018arli_qm24, qm,24,blue,15,15, 15,False,=HYPERLINK("https://youtu.be/g_3AybkcZCY")
2018arli,1520622361,2018arli_qm24,qm,24,red,4,15,37,True,=HYPERLINK("https://youtu.be/g_3AybkcZCY")
2018arli,1520623230,2018arli_qm25, qm,25,blue,4,15, 32,True,=HYPERLINK("https://youtu.be/EdCFzsIf8jk")
2018arli,1520623230,2018arli_qm25,qm,25,red,15,15,5,False,=HYPERLINK("https://youtu.be/EdCFzsIf8jk")
2018arli,1520624103,2018arli_qm26, qm,26,blue,15,15, 0,False,=HYPERLINK("https://youtu.be/mIX-VnU4A7Y")
2018arli,1520624103,2018arli_qm26,qm,26,red,15,15,10,False,=HYPERLINK("https://youtu.be/mIX-VnU4A7Y")
2018arli,1520625091,2018arli_qm27, qm,27,blue,5,15, 25,True,=HYPERLINK("https://youtu.be/eOrKWFc5tPs")
2018arli,1520625091,2018arli_qm27,qm,27,red,15,15,10,False,=HYPERLINK("https://youtu.be/eOrKWFc5tPs")
2018arli,1520625560,2018arli_qm28, qm,28,blue,9,15, 27,True,=HYPERLINK("https://youtu.be/4-qlWUmwmys")
2018arli,1520625560,2018arli_qm28,qm,28,red,15,15,10,False,=HYPERLINK("https://youtu.be/4-qlWUmwmys")
2018arli,1520626048,2018arli_qm29, qm,29,blue,15,15, 5,False,=HYPERLINK("https://youtu.be/7B9KqVoQ4m8")
2018arli,1520626048,2018arli_qm29,qm,29,red,15,15,10,False,=HYPERLINK("https://youtu.be/7B9KqVoQ4m8")
2018arli,1520608955,2018arli_qm3, qm,3,blue,11,15, 23,True,=HYPERLINK("https://youtu.be/l-fWdSocnmA")
2018arli,1520608955,2018arli_qm3,qm,3,red,15,15,0,False,=HYPERLINK("https://youtu.be/l-fWdSocnmA")
2018arli,1520626446,2018arli_qm30, qm,30,blue,12,15, 21,True,=HYPERLINK("https://youtu.be/7czAmYgM7qw")
2018arli,1520626446,2018arli_qm30,qm,30,red,15,15,10,False,=HYPERLINK("https://youtu.be/7czAmYgM7qw")
2018arli,1520627160,2018arli_qm31, qm,31,blue,15,15, 5,False,=HYPERLINK("https://youtu.be/PmmDRgm8EIA")
2018arli,1520627160,2018arli_qm31,qm,31,red,10,15,20,True,=HYPERLINK("https://youtu.be/PmmDRgm8EIA")
2018arli,1520627567,2018arli_qm32, qm,32,blue,15,15, 10,False,=HYPERLINK("https://youtu.be/vzRskLrDKUw")
2018arli,1520627567,2018arli_qm32,qm,32,red,15,15,15,False,=HYPERLINK("https://youtu.be/vzRskLrDKUw")
2018arli,1520628075,2018arli_qm33, qm,33,blue,5,15, 35,True,=HYPERLINK("https://youtu.be/eH_NPIOeGEk")
2018arli,1520628075,2018arli_qm33,qm,33,red,15,15,10,False,=HYPERLINK("https://youtu.be/eH_NPIOeGEk")
2018arli,1520628508,2018arli_qm34, qm,34,blue,9,15, 22,True,=HYPERLINK("https://youtu.be/2aQ0dwdgWGA")
2018arli,1520628508,2018arli_qm34,qm,34,red,15,15,5,False,=HYPERLINK("https://youtu.be/2aQ0dwdgWGA")
2018arli,1520629057,2018arli_qm35, qm,35,blue,15,15, 10,False,=HYPERLINK("https://youtu.be/QPRlHc6XHvo")
2018arli,1520629057,2018arli_qm35,qm,35,red,15,15,5,False,=HYPERLINK("https://youtu.be/QPRlHc6XHvo")
2018arli,1520629627,2018arli_qm36, qm,36,blue,15,15, 15,False,=HYPERLINK("https://youtu.be/c1YoW3_g2Rk")
2018arli,1520629627,2018arli_qm36,qm,36,red,4,9,44,True,=HYPERLINK("https://youtu.be/c1YoW3_g2Rk")
2018arli,1520630054,2018arli_qm37, qm,37,blue,4,15, 32,True,=HYPERLINK("https://youtu.be/eazcSP-IU1w")
2018arli,1520630054,2018arli_qm37,qm,37,red,15,15,15,False,=HYPERLINK("https://youtu.be/eazcSP-IU1w")
2018arli,1520630544,2018arli_qm38, qm,38,blue,6,15, 33,True,=HYPERLINK("https://youtu.be/E5i4XZ6BGGY")
2018arli,1520630544,2018arli_qm38,qm,38,red,12,15,21,True,=HYPERLINK("https://youtu.be/E5i4XZ6BGGY")
2018arli,1520631135,2018arli_qm39, qm,39,blue,15,14, 12,False,=HYPERLINK("https://youtu.be/VBs6OptyJzo")
2018arli,1520631135,2018arli_qm39,qm,39,red,4,11,45,True,=HYPERLINK("https://youtu.be/VBs6OptyJzo")
2018arli,1520609491,2018arli_qm4, qm,4,blue,15,15, 10,False,=HYPERLINK("https://youtu.be/1ENRzBJtWWg")
2018arli,1520609491,2018arli_qm4,qm,4,red,7,15,26,True,=HYPERLINK("https://youtu.be/1ENRzBJtWWg")
2018arli,1520631839,2018arli_qm40, qm,40,blue,15,15, 15,False,=HYPERLINK("https://youtu.be/cFcOJp8iCvQ")
2018arli,1520631839,2018arli_qm40,qm,40,red,15,15,15,False,=HYPERLINK("https://youtu.be/cFcOJp8iCvQ")
2018arli,1520632261,2018arli_qm41, qm,41,blue,15,15, 10,False,=HYPERLINK("https://youtu.be/WrCsbdSQi3c")
2018arli,1520632261,2018arli_qm41,qm,41,red,7,15,31,True,=HYPERLINK("https://youtu.be/WrCsbdSQi3c")
2018arli,1520632724,2018arli_qm42, qm,42,blue,4,15, 37,True,=HYPERLINK("https://youtu.be/-BAIRIuFRRY")
2018arli,1520632724,2018arli_qm42,qm,42,red,4,15,32,True,=HYPERLINK("https://youtu.be/-BAIRIuFRRY")
2018arli,1520633267,2018arli_qm43, qm,43,blue,15,15, 10,False,=HYPERLINK("https://youtu.be/kWsmh7VsB5A")
2018arli,1520633267,2018arli_qm43,qm,43,red,4,7,48,True,=HYPERLINK("https://youtu.be/kWsmh7VsB5A")
2018arli,1520633812,2018arli_qm44, qm,44,blue,10,15, 25,True,=HYPERLINK("https://youtu.be/mc_2PR8IaEU")
2018arli,1520633812,2018arli_qm44,qm,44,red,15,15,10,False,=HYPERLINK("https://youtu.be/mc_2PR8IaEU")
2018arli,1520634374,2018arli_qm45, qm,45,blue,7,15, 26,True,=HYPERLINK("https://youtu.be/2CTBrnL1v_c")
